Id,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Planet,Universe
972,Lee Carver,Secret,Bad,Hazel,Brown,Male,Yes,3,"1968, April",New Earth,DC
977,Ivan Illyich Gort,Secret,Bad,Blue,Black,Male,Yes,19,"1988, January",New Earth,DC
983,Maya,Public,Good,Blue,Blond,Female,Yes,4,"1989, June",New Earth,DC
984,Diego Zhao,Public,Good,Brown,Brown,Male,Yes,7,"2006, July",New Earth,DC
986,Dominique St. Claire,Public,Good,Brown,Brown,Female,Yes,7,"1988, January",New Earth,DC
988,Rory Regan,Secret,Good,Blue,Brown,Male,Yes,131,"1976, September",New Earth,DC
990,Ariadne of the Blue Guard,Secret,Good,Blue,Black,Female,No,1,"1997, July",New Earth,DC
993,Tigra,Public,Neutral,Black,Red,Female,No,11,"1972, March",New Earth,DC
994,Miss Fear,Public,Bad,Brown,Black,Female,Yes,4,"1998, October",New Earth,DC
999,Prince Aquamarine,Public,Bad,Brown,Brown,Male,Yes,1,"1985, March",New Earth,DC
1004,Cyril Saunders,Public,Good,Hazel,White,Male,Yes,79,"1937, March",New Earth,DC
1009,Plutonium,Secret,Bad,Photocellular,Bald,Male,Yes,1,"1963, July",New Earth,DC
1011,Garl Rathbone,Public,Good,Violet,Black,Male,Yes,3,"1999, February",New Earth,DC
1018,Nora Bromfield,Public,Good,Brown,Brown,Female,Yes,21,"1995, December",New Earth,DC
1019,Josephine MacDonald,Public,Good,Brown,Black,Female,Yes,41,"2001, December",New Earth,DC
1024,Kenn Kawa,Public,Good,Brown,Black,Male,Yes,3,"1997, February",New Earth,DC
1034,Janwillem Kroef,Public,Bad,Brown,White,Male,Yes,15,"1988, January",New Earth,DC
1037,Settler I,Secret,Good,Red,Brown,Male,Yes,2,"2010, December",New Earth,DC
1039,Benjamin Turner,Secret,Neutral,Brown,Black,Male,Yes,153,"1975, May",New Earth,DC
1044,Prudence Wood,Secret,Bad,Yellow,Grey,Female,Yes,13,"2009, August",New Earth,DC
1050,Rockface,Secret,Bad,White,No,Male,Yes,4,"1994, June",New Earth,DC
1051,Celia Forrestal,Secret,Good,Brown,Black,Female,Yes,28,"2002, February",New Earth,DC
1060,Chill,Secret,Bad,Purple,Black,Male,No,7,"2008, February",New Earth,DC
1061,Lady Merria,Public,Good,Blue,Brown,Female,Yes,13,"1980, January",New Earth,DC
1065,John Reed,Public,Good,Blue,Brown,Male,Yes,15,"1988, April",New Earth,DC
1067,Nicholas Gage,Public,Good,Brown,Brown,Male,Yes,16,"2009, October",New Earth,DC
1068,Arnold Kaua,Secret,Neutral,Brown,Bald,Male,Yes,12,"1994, March",New Earth,DC
1073,Peter Hayes,Public,Bad,Brown,Brown,Male,Yes,5,"2010, August",New Earth,DC
1085,Green Arrow,Secret,Good,Green,Blond,Male,Yes,1,"1941, November",Unknown,DC
1088,Pamela Isley,Secret,Neutral,Green,Red,Female,Yes,286,"1966, June",New Earth,DC
1092,Edwardo Guzman,Public,Bad,Blue,Black,Male,No,4,"1992, April",New Earth,DC
1094,Herbert Hynde,Public,Bad,Red,Grey,Male,Yes,8,"1983, November",New Earth,DC
1096,Lentra,Public,Good,Black,Blond,Female,No,3,"1989, May",New Earth,DC
1099,Acolyte,Secret,Bad,Red,Blue,Male,Yes,2,"1999, June",New Earth,DC
1103,Matrix,Public,Good,Blue,Blond,Female,Yes,206,"1988, April",Unknown,DC
1109,Antonio Silencio,Public,Neutral,Black,Black,Male,Yes,1,"2005, October",New Earth,DC
1110,Aaron Jase,Public,Good,Violet,Red,Male,No,5,"1994, November",New Earth,DC
1117,Hex,Secret,Good,Brown,Red,Female,Yes,8,"1998, August",New Earth,DC
1118,Jack Marshall,Secret,Good,Brown,Black,Male,Yes,14,"1992, August",New Earth,DC
1119,Eve Doremus,Public,Good,Blue,Red,Female,Yes,9,"1968, January",Earth-One,DC
1123,Rovo Quashi,Public,Good,Brown,Black,Male,Yes,10,"1989, December",New Earth,DC
1127,Brave Bow,Public,Good,Brown,Grey,Male,Yes,3,"1959, July",New Earth,DC
1132,Narcissus,Secret,Neutral,Black,Black,Male,Yes,6,"2009, June",New Earth,DC
1133,Electrocutioner II,Secret,Bad,Blue,Brown,Male,Yes,1,"1991, February",New Earth,DC
1135,Alina,Public,Good,Brown,Brown,Female,Yes,3,"2006, September",New Earth,DC
1136,Mister Smith,Secret,Bad,Brown,Black,Male,Yes,11,"1984, April",New Earth,DC
1137,Driq,Secret,Good,Brown,Blond,Male,No,18,"1987, October",New Earth,DC
1139,Ross Llwellyn,Public,Good,Brown,Grey,Male,Yes,7,"1988, January",New Earth,DC
1141,Ace of Diamonds II,Secret,Bad,White,Black,Male,Yes,2,"2009, October",New Earth,DC
1144,Zazzala,Secret,Bad,Blue,Black,Female,Yes,28,"1963, November",New Earth,DC
1145,Mrs. Gradenko,Public,Bad,Blue,Grey,Female,Yes,4,"1991, June",New Earth,DC
1146,Skallox,Public,Bad,Yellow,No,Male,Yes,39,"2008, December",New Earth,DC
1147,Teledar,Secret,Good,Brown,Black,Male,No,6,"1989, April",New Earth,DC
1148,Serling Roquette,Secret,Good,Brown,Blond,Female,Yes,40,"1998, October",New Earth,DC
1149,Calvin Carson,Public,Good,Blue,Brown,Male,Yes,45,"1960, August",New Earth,DC
1151,Thomas Kalmaku,Public,Good,Brown,Black,Male,Yes,176,"1960, October",New Earth,DC
1155,Jason Praxis,Public,Good,Blue,Blond,Male,Yes,12,"1989, February",New Earth,DC
1156,Ixion,Public,Bad,Red,Green,Male,No,4,"1988, December",New Earth,DC
1158,Luke McKendrick,Secret,Good,Brown,Brown,Male,Yes,25,"1988, May",New Earth,DC
1163,Kiran Singh,Secret,Good,Brown,Brown,Female,Yes,13,"2011, January",New Earth,DC
1165,Zombie,Secret,Bad,Brown,Red,Male,Yes,20,"1993, January",New Earth,DC
1166,Gus Gray,Secret,Good,Black,No,Male,No,16,"1973, April",New Earth,DC
1168,Daniel Rogers,Secret,Bad,Black,Brown,Male,Yes,4,"2011, May",New Earth,DC
1169,Lyssa Drak,Public,Bad,Red,Black,Female,Yes,27,"2007, May",New Earth,DC
1170,Mrs. Levy,Public,Good,Blue,Black,Female,Yes,4,"1989, January",New Earth,DC
1171,Nathaniel Kane,Public,Good,Yellow,Brown,Male,Yes,42,"1992, December",New Earth,DC
1174,Bekka,Secret,Neutral,Blue,Black,Female,No,5,"1984, March",New Earth,DC
1179,Holly Marsh,Secret,Neutral,Brown,Brown,Female,Yes,10,"1994, October",New Earth,DC
1184,Sterling Fry,Public,Bad,White,Black,Male,Yes,1,"2008, March",New Earth,DC
1186,Dale Smith,Secret,Bad,Brown,Brown,Male,Yes,1,"2007, November",New Earth,DC
1189,Zhang Xiaomei,Secret,Bad,White,Black,Female,Yes,2,"2005, October",New Earth,DC
1190,Ilsa von Hammer,Public,Good,Brown,Blond,Female,Yes,9,"2005, July",New Earth,DC
1194,Micro,Secret,Bad,Gold,Black,Male,Yes,2,"2007, October",New Earth,DC
1197,Nicholas Quinzel,Public,Neutral,Blue,Brown,Male,Yes,1,"2010, February",New Earth,DC
1204,Rena,Non-dual,Bad,Brown,Black,Female,Yes,4,"2007, September",New Earth,DC
1206,Carla Moretti,Secret,Bad,Brown,Brown,Female,No,17,"2010, July",New Earth,DC
1212,Catherine Hamilton,Public,Neutral,Green,Brown,Female,Yes,2,"2009, October",New Earth,DC
1216,Vizacacha,Secret,Good,Variable,Black,Male,Yes,2,"2000, September",New Earth,DC
1222,Gabrielle Kane,Public,Good,Green,Blond,Female,No,3,"2009, September",New Earth,DC
1223,Deanna Barr,Secret,Good,Blue,Brown,Female,Yes,5,"1997, November",New Earth,DC
1231,Lois Lane,Public,Good,Blue,Black,Female,Yes,934,"1938, June",New Earth,DC
1233,Julian Day,Secret,Bad,Black,No,Male,Yes,32,"1958, September",New Earth,DC
1235,Eight of Spades I,Public,Neutral,Red,Blond,Female,Yes,3,"1990, July",New Earth,DC
1236,Rak Arranya,Secret,Good,Brown,Brown,Male,No,3,1996,New Earth,DC
1242,Pren,Secret,Good,Blue,Red,Male,No,59,"1981, June",New Earth,DC
1247,Nina Damfino,Secret,Bad,Black,Black,Female,Yes,9,1995,New Earth,DC
1248,Kylstar,Non-dual,Bad,Yellow,Grey,Male,Yes,1,"1990, October",New Earth,DC
1249,Thara Ak-Var,Secret,Good,Brown,Brown,Female,No,37,"2008, December",New Earth,DC
1255,Phoney Baloney,Secret,Bad,Blue,Black,Male,No,3,"2009, August",New Earth,DC
1259,Warren Lawford,Secret,Bad,Brown,White,Male,Yes,9,"1958, March",New Earth,DC
1260,Overman,Secret,Bad,Blue,Black,Male,Yes,3,"1990, May",Unknown,DC
1262,Debra Sinclair,Public,Neutral,Blue,Black,Female,Yes,1,"2005, April",New Earth,DC
1264,Grace Guiness,Public,Good,Blue,Black,Female,Yes,5,"1988, March",New Earth,DC
1267,Kradlock,Public,Good,White,Bald,Male,Yes,1,"1989, April",New Earth,DC
1269,Black Assassin,Secret,Bad,Brown,Brown,Male,No,2,"1982, April",Earth-Two,DC
1271,Jonathan Gabrielli I,Public,Good,Black,Black,Male,No,58,"1942, April",New Earth,DC
1272,Nicholas Bromfield,Public,Good,Brown,Brown,Male,Yes,22,"1995, December",New Earth,DC
1275,Desdemona,Public,Good,Green,Black,Female,Yes,1,"1991, January",New Earth,DC
1276,Silas Kent,Public,Good,White,White,Male,No,1,"1997, August",New Earth,DC
1284,Richard Wilson,Public,Neutral,Blue,Brown,Male,Yes,6,"1970, November",New Earth,DC
1294,Eva Green,Secret,Bad,Blue,Blond,Female,Yes,2,"1996, November",New Earth,DC
1297,Firepower,Secret,Bad,Brown,Blond,Male,Yes,1,"1994, May",New Earth,DC
1303,Arnold Pruett,Secret,Bad,Red,Red,Male,Yes,20,"1984, July",New Earth,DC
1306,Rott,Public,Bad,Red,Black,Male,Yes,1,"1992, April",New Earth,DC
1310,Sandra Kincaid,Public,Good,Black,Black,Female,Yes,16,"2005, May",New Earth,DC
1315,Patrice,Secret,Good,Blue,Black,Female,Yes,1,"1994, December",New Earth,DC
1322,Mazita,Public,Good,Brown,Red,Female,Yes,1,"1989, June",New Earth,DC
1324,J.P. Houston,Public,Good,Brown,Red,Male,Yes,4,"1975, May",New Earth,DC
1330,Ruth Spencer,Secret,Bad,Brown,Black,Female,Yes,5,"1990, January",New Earth,DC
1333,Sonia Zucco,Public,Neutral,Black,Brown,Female,Yes,13,"2011, June",New Earth,DC
1334,Jack the Ripper,Secret,Neutral,Black,Black,Male,Yes,5,"1971, February",New Earth,DC
1335,Diana Tyler,Public,Good,Black,Black,Female,Yes,1,"1989, March",New Earth,DC
1336,Mimic,Secret,Bad,Brown,Black,Male,Yes,3,"2011, February",New Earth,DC
1341,Black-Cloud-In-Morning,Secret,Bad,Brown,Black,Male,No,12,"1982, June",New Earth,DC
1343,Reiko Yamashiro,Public,Good,Black,Black,Female,Yes,7,"1984, July",New Earth,DC
1346,Mirabai,Public,Bad,Blue,Brown,Female,Yes,7,"2009, July",New Earth,DC
1347,Citizen Abra,Secret,Bad,Blue,Black,Male,Yes,92,"1962, May",New Earth,DC
1353,Kent Connor,Secret,Bad,Black,Black,Male,No,22,"1997, January",New Earth,DC
1356,Hilt,Secret,Bad,Blue,Blond,Male,Yes,1,"2011, May",New Earth,DC
1358,Brunt,Secret,Bad,Blue,Black,Male,No,6,"2009, July",New Earth,DC
1359,Darius Tiko,Secret,Bad,Red,Bald,Male,Yes,2,"1958, November",New Earth,DC
1363,Tapeworm,Secret,Bad,Black,Black,Male,Yes,13,"2006, January",New Earth,DC
1365,Slugger Dunn,Public,Good,White,Black,Male,Yes,8,"1941, August",New Earth,DC
1375,Thomas Rogers,Secret,Good,Yellow,Black,Male,Yes,26,"1942, January",New Earth,DC
1385,Aluminum,Secret,Bad,Photocellular,Brown,Male,Yes,1,"1963, July",New Earth,DC
1390,Eric Moran,Secret,Neutral,White,Black,Male,Yes,17,"2010, July",Prime Earth,DC
1392,Sheeva,Public,Bad,Green,Blue,Female,Yes,10,"1998, December",New Earth,DC
1397,Quislet,Public,Good,Brown,No,Genderless,Yes,31,"1985, September",Unknown,DC
1401,Eight of Hearts I,Secret,Bad,Blue,Blond,Female,No,1,"2009, October",New Earth,DC
1402,Bloodtype,Secret,Bad,Purple,No,Male,No,1,"1996, August",New Earth,DC
1403,Aleister Golden,Public,Bad,Black,Blond,Male,Yes,3,"2011, January",New Earth,DC
1404,Aurora,Public,Bad,Blue,Black,Female,Yes,1,"1983, November",Earth-One,DC
1405,Cyborg-87,Public,Bad,Blue,Grey,Unknown,Yes,1,"1989, April",New Earth,DC
1406,Timandra,Secret,Good,Blue,Brown,Female,Yes,11,"1988, November",New Earth,DC
1407,Arnold Munro,Public,Good,Blue,Black,Male,Yes,67,"1987, June",New Earth,DC
1408,Brian Elliot,Public,Bad,Blue,Blond,Male,Yes,6,"1993, May",New Earth,DC
1411,Big Don Drummond,Secret,Bad,Brown,Brown,Male,Yes,1,"2009, August",New Earth,DC
1412,Metamorpheus,Secret,Bad,Blue,Brown,Male,No,5,"1992, April",New Earth,DC
1413,Bradford Sackett,Public,Bad,Black,Brown,Male,Yes,4,"1997, December",New Earth,DC
1414,Branden,Secret,Bad,Blue,Brown,Male,No,6,"1987, March",New Earth,DC
1419,Murray Takamoto,Public,Good,Blue,Black,Male,Yes,15,"1986, June",New Earth,DC
1420,Henry P. Smithers,Secret,Good,Blue,Black,Male,Yes,6,"1984, August",New Earth,DC
1424,Michael Lane,Secret,Good,Brown,Black,Male,Yes,35,"2007, June",New Earth,DC
1427,Phantasm II,Public,Bad,Blue,Brown,Unknown,No,21,"1992, March",New Earth,DC
1428,Jonathan Lord,Secret,Good,Black,Black,Male,Yes,12,"1987, September",New Earth,DC
1429,Andrea Rojas,Secret,Good,Blue,Red,Female,Yes,9,"2000, August",New Earth,DC
1430,John Stewart,Public,Good,Brown,Black,Male,Yes,549,"1971, December",New Earth,DC
1433,Heraphon,Public,Good,Red,Grey,Male,Yes,1,"1999, November",New Earth,DC
1434,Gilbert Jeffries,Public,Good,Blue,Black,Male,Yes,3,"1967, June",New Earth,DC
1443,Jack of Hearts I,Secret,Bad,Brown,Black,Male,Yes,1,"2002, February",New Earth,DC
1450,Duel Eknham,Public,Bad,Grey,Black,Male,No,8,"2008, June",New Earth,DC
1454,Arani Desai,Secret,Good,Blue,Black,Female,No,45,"1977, September",New Earth,DC
1455,Anton Geist,Public,Neutral,Blue,White,Male,No,16,"2004, July",New Earth,DC
1460,Actuary,Secret,Bad,Black,White,Male,Yes,3,"1995, March",New Earth,DC
1471,Deadline,Secret,Bad,Brown,Blond,Male,Yes,32,"1989, October",New Earth,DC
1477,Natalia Dzerchenko,Public,Bad,Brown,Brown,Female,Yes,21,"1993, December",New Earth,DC
1478,Inza Cramer,Secret,Good,Green,Red,Female,No,124,"1940, May",New Earth,DC
1483,Jennifer-Lynn Hayden,Secret,Good,Green,Green,Female,Yes,309,"1983, September",New Earth,DC
1485,Deuce Canyard,Public,Bad,Blue,Blond,Male,No,4,"2005, October",New Earth,DC
1495,Edward Stargard,Secret,Good,Black,No,Male,Yes,5,"2005, May",New Earth,DC
1497,Tanga,Public,Good,Brown,Purple,Female,Yes,12,"2011, March",New Earth,DC
1505,Cynthia of the Kindly Ones,Public,Neutral,Blue,Bald,Female,Yes,21,"1969, March",New Earth,DC
1506,Fireworks,Public,Good,Green,Blond,Female,Yes,2,"1999, July",New Earth,DC
1509,Gary Washington,Secret,Good,Brown,Black,Male,Yes,28,"1985, December",New Earth,DC
1510,Daniel Garrett,Secret,Good,Blue,Brown,Male,No,30,"1986, May",New Earth,DC
1513,Millions,Secret,Good,Black,White,Male,Yes,2,"2005, November",New Earth,DC
1515,Sarah Moss,Public,Good,Brown,Brown,Female,Yes,4,"1989, January",New Earth,DC
1518,Hestia,Public,Neutral,White,Black,Female,Yes,23,"1987, February",New Earth,DC
1519,John Williamson,Public,Bad,Blue,Black,Male,Yes,6,"2004, October",New Earth,DC
1521,Streaky,Public,Neutral,Yellow,Orange,Male,Yes,23,"2006, November",New Earth,DC
1528,Baby Boom,Secret,Bad,Brown,Blond,Female,Yes,10,"1985, August",New Earth,DC
1529,Jason Garrick,Public,Good,Blue,Brown,Male,Yes,951,"1940, January",New Earth,DC
1533,Kevin Franklin,Public,Good,Brown,Brown,Male,Yes,26,"1993, June",Unknown,DC
1534,Pom Pom Girl,Secret,Bad,Black,Blond,Female,Yes,1,"1998, May",New Earth,DC
1535,George Barrow,Secret,Bad,White,Black,Male,No,2,"1978, September",New Earth,DC
1539,Gardner Grayle,Secret,Good,Blue,Red,Male,Yes,35,"1983, May",New Earth,DC
1540,Antiphon,Secret,Bad,Blue,Blond,Male,Yes,2,"2002, September",New Earth,DC
1546,Lutefisk,Secret,Bad,Violet,Black,Male,Yes,2,"1993, April",New Earth,DC
1547,Manuel Carlito,Public,Bad,Black,Brown,Male,Yes,2,"2011, May",New Earth,DC
1548,Julia Deneiros,Public,Good,Blue,Grey,Female,Yes,84,"1987, April",New Earth,DC
1549,Norman the Doorman,Public,Good,Blue,Brown,Male,Yes,1,"1992, September",New Earth,DC
1553,Lady Liberty III,Secret,Good,Green,Red,Female,No,1,"2006, June",New Earth,DC
1554,Whiteout,Secret,Bad,White,White,Male,Yes,5,"1986, June",New Earth,DC
1555,Lacey Van Horn,Secret,Neutral,Green,Red,Female,Yes,8,"1994, May",New Earth,DC
1556,Bixby Rhodes,Public,Bad,Black,Black,Male,Yes,2,"2011, June",New Earth,DC
1565,Chloe Roberts,Secret,Neutral,Blue,Blond,Female,Yes,6,"2008, July",New Earth,DC
1566,Mentor the Magnificent,Public,Bad,Brown,Brown,Male,Yes,1,"1965, August",Earth-Four,DC
1569,Kelvin Mao,Secret,Good,Yellow,Black,Male,No,19,1993,New Earth,DC
1570,Napalm I,Secret,Bad,Blue,Red,Male,Yes,3,"1993, June",New Earth,DC
1571,Nara,Public,Good,Red,Brown,Female,Yes,1,"1988, February",New Earth,DC
1572,Mole,Secret,Bad,White,Brown,Male,Yes,3,"1982, August",New Earth,DC
1574,J.A.K.E. II,Secret,Good,Photocellular,White,Male,Yes,20,"1982, July",New Earth,DC
1578,Thaddeus Brown,Public,Good,Brown,No,Male,No,4,"1971, April",New Earth,DC
1579,Yvette DuBois,Public,Good,White,Black,Female,Yes,15,"1993, October",New Earth,DC
1581,Minerva,Secret,Bad,Brown,Brown,Female,Yes,3,"1996, December",New Earth,DC
1583,Dagon-Ra,Public,Bad,Blue,White,Male,No,5,"1990, May",New Earth,DC
1586,Zephyr,Secret,Bad,Green,Red,Female,Yes,2,"1994, March",New Earth,DC
1587,Jiv Reduu,Public,Bad,Blue,Black,Male,No,2,"1991, August",New Earth,DC
1588,Andrew Draper,Public,Good,Red,Red,Male,Yes,5,"1988, June",New Earth,DC
1589,Carmine Falcone,Public,Bad,Brown,White,Male,No,24,"1987, February",New Earth,DC
1590,"Artemis, Goddess of the Hunt",Public,Neutral,Blue,Red,Female,Yes,51,"1987, February",New Earth,DC
1591,Donald Fite,Secret,Good,Brown,Black,Male,Yes,25,"1998, September",New Earth,DC
1593,Birgit Eisenmann,Public,Bad,One,Black,Female,No,3,"1991, November",New Earth,DC
1594,Tundra,Non-dual,Good,Photocellular,Black,Female,Yes,3,"1994, December",New Earth,DC
1597,Jennifer Long,Public,Good,Blue,Brown,Female,No,11,"1982, September",New Earth,DC
1598,Thomas Burke,Secret,Good,Black,Black,Male,Yes,18,"2000, September",New Earth,DC
1605,Holly Green,Secret,Bad,Blue,Blond,Female,Yes,2,"1996, November",New Earth,DC
1609,Gangly Man,Secret,Bad,Green,Brown,Male,Yes,5,"2008, June",New Earth,DC
1611,Guilt,Secret,Bad,Green,Blue,Genderless,Yes,1,"2005, July",New Earth,DC
1617,Uxas,Public,Bad,Red,Brown,Male,No,388,"1970, December",New Earth,DC
1619,Dana Tan,Public,Good,Black,Black,Female,Yes,1,"2010, October",New Earth,DC
1621,Amy Winston,Secret,Good,Violet,Blond,Female,Yes,63,"1983, April",New Earth,DC
1623,Rose Beryl,Secret,Bad,Blue,Red,Female,Yes,1,"1987, December",New Earth,DC
1624,Hardknox,Secret,Bad,Brown,Black,Male,Yes,1,"1993, December",New Earth,DC
1633,Urzkartaga,Secret,Neutral,Blue,Black,Unknown,Yes,4,"1989, March",New Earth,DC
1635,Jeremy Baxter,Public,Neutral,Brown,Black,Male,Yes,5,"1994, December",New Earth,DC
1641,William Dawson,Public,Bad,Red,Black,Male,Yes,2,"1962, March",New Earth,DC
1643,Clark Peter Ross,Public,Good,Blue,Blond,Male,Yes,16,"1998, November",New Earth,DC
1644,Richard Occult,Secret,Neutral,Grey,Black,Male,Yes,125,"1935, October",New Earth,DC
1650,Paula Holt,Public,Good,Brown,Brown,Female,No,3,"1997, June",New Earth,DC
1652,Henry Hayes,Public,Good,Black,Blond,Male,No,8,"1989, October",New Earth,DC
1661,Sylvia Eisenberg,Public,Good,Blue,Brown,Female,Yes,6,"1993, November",New Earth,DC
1665,Katherine Kane,Secret,Good,Green,Red,Female,Yes,51,"2006, June",New Earth,DC
1668,Isaac Bowin,Secret,Bad,Blue,Blond,Male,No,68,"1948, January",New Earth,DC
1675,Sydney Happersen,Public,Neutral,Brown,Black,Male,No,39,"1987, February",New Earth,DC
1676,Lord Diamond,Public,Good,Brown,Black,Male,Yes,13,"1984, March",New Earth,DC
1677,Lyana,Public,Bad,Brown,Black,Female,Yes,1,"1991, September",New Earth,DC
1678,Millicent Mayne,Public,Good,Blue,Brown,Female,Yes,5,"2009, February",New Earth,DC
1693,Albert Desmond,Secret,Bad,Green,Red,Male,Yes,65,"1958, April",New Earth,DC
1699,Mister Whisper,Secret,Bad,Blue,Black,Male,No,5,"1990, April",New Earth,DC
1707,Veil,Secret,Bad,Yellow,Blond,Male,Yes,1,"1989, January",New Earth,DC
1710,Fran Russell,Public,Good,Brown,Blond,Female,Yes,5,"1971, February",New Earth,DC
1711,Worla,Public,Bad,Brown,Black,Male,Yes,5,"1946, May",New Earth,DC
1718,Sheila Dover,Public,Good,Blue,Blond,Female,Yes,2,"1966, January",New Earth,DC
1721,Blake,Public,Bad,Black,Brown,Male,Yes,2,"2009, October",New Earth,DC
1731,Thunderer,Public,Bad,Brown,Brown,Male,Yes,4,"1967, October",New Earth,DC
1732,Brain-Bandit,Secret,Bad,Green,Red,Male,Yes,2,"1994, March",New Earth,DC
1737,Theodore Gaynor,Public,Bad,Green,Blond,Male,No,10,"1984, January",New Earth,DC
1739,Lucia Viti,Public,Bad,Blue,Brown,Female,No,2,"1999, December",New Earth,DC
1748,Carol Ferris,Public,Neutral,Blue,Black,Female,Yes,319,"1959, October",New Earth,DC
1750,Citizen X,Secret,Good,Brown,Black,Male,No,4,"2008, January",New Earth,DC
1755,Chun Yull,Secret,Bad,Red,Blond,Male,Yes,20,"1961, January",New Earth,DC
1757,Eddore,Secret,Good,Red,Black,Male,No,17,"1981, May",New Earth,DC
1758,Socker Smith,Public,Good,Brown,Brown,Male,No,5,"1942, January",New Earth,DC
1759,Genevieve Campbell,Public,Good,Black,No,Female,Yes,9,"2008, September",New Earth,DC
1760,Deborah Morgna,Secret,Bad,Green,Red,Female,Yes,7,"2007, March",New Earth,DC
1761,Storm,Secret,Neutral,Red,Blond,Unknown,Yes,14,"1967, October",New Earth,DC
1765,Oblivion,Public,Bad,Blue,Brown,Female,Yes,10,"1999, January",New Earth,DC
1772,Joshua Xan,Public,Good,Brown,Black,Male,No,14,1993,New Earth,DC
1773,Carla White,Public,Good,Brown,Brown,Female,Yes,35,"1992, October",New Earth,DC
1775,Achilles Warkiller,Secret,Good,Blue,Blond,Male,Yes,17,"2009, May",New Earth,DC
1776,Chester Runk,Public,Bad,Brown,Black,Male,Yes,32,"1988, February",New Earth,DC
1777,Joseph Coyne,Public,Bad,Brown,Blond,Male,No,4,"1947, September",New Earth,DC
1780,Gene LaBostrie,Public,Good,White,Black,Male,Yes,15,"1987, September",New Earth,DC
1786,Rod Reilly,Secret,Good,Blue,Brown,Male,No,33,"1941, August",New Earth,DC
1788,Andrew McFee,Secret,Bad,Brown,Red,Male,No,1,"1997, October",New Earth,DC
1793,Blaze,Secret,Bad,Red,Black,Female,Yes,49,"1990, July",New Earth,DC
1796,Adder,Secret,Bad,Brown,Bald,Male,No,1,"1998, July",New Earth,DC
1798,Celestia,Secret,Good,Brown,Grey,Female,No,2,"1997, August",New Earth,DC
1800,Gerald Ford,Secret,Good,Blue,Brown,Male,Yes,7,"1975, June",New Earth,DC
1805,Electrocutioner I,Secret,Bad,Brown,Red,Male,No,14,"1981, January",New Earth,DC
1808,Peter Cannon,Secret,Good,Blue,Blond,Male,Yes,24,"1992, September",New Earth,DC
1809,Syonide I,Secret,Bad,Blue,Blond,Male,Yes,5,"1977, July",New Earth,DC
1811,Lady Turquoise,Public,Good,Green,Red,Female,Yes,25,"1983, November",New Earth,DC
